bank_txn_id,value_date,description,utr,credit_paise,debit_paise
bank_281,2026-08-10 05:00:00,NEFT CR-UTR:UTR281 SETTL setl_281 RZPGROUP,UTR281,41346440,0
bank_282,2026-08-13 08:00:00,NEFT CR-UTR:UTR282 SETTL setl_282 RZPGROUP,UTR282,12529849,0
bank_284,2026-08-17 06:00:00,NEFT CR SETTL setl_284 RZPGROUP,,34583893,0
bank_287,2026-08-14 10:00:00,NEFT CR SETTL setl_287 RZPGROUP,,16561502,0
bank_288,2026-08-13 11:00:00,NEFT CR-UTR:UTR288 SETTL setl_288 RZPGROUP,UTR288,13487307,0
bank_289,2026-08-14 11:00:00,NEFT CR-UTR:UTR289 SETTL setl_289 RZPGROUP,UTR289,46903523,0
bank_290,2026-08-15 06:00:00,NEFT CR-UTR:UTR290 SETTL setl_290 RZPGROUP,UTR290,44331392,0
bank_291,2026-08-14 10:00:00,NEFT CR-UTR:UTR291 SETTL setl_291 RZPGROUP,UTR291,7899760,0
bank_292,2026-08-13 09:00:00,NEFT CR-UTR:UTR292 SETTL setl_292 RZPGROUP,UTR292,28285820,0
bank_293,2026-08-13 05:00:00,NEFT CR-UTR:UTR293 SETTL setl_293 RZPGROUP,UTR293,8709684,0
bank_295,2026-08-15 05:00:00,NEFT CR-UTR:UTR295 SETTL setl_295 RZPGROUP,UTR295,21208580,0
bank_296,2026-08-10 12:00:00,NEFT CR-UTR:UTR296 SETTL setl_296 RZPGROUP,UTR296,11294215,0
bank_297,2026-08-18 12:00:00,NEFT CR-UTR:UTR297 SETTL setl_297 RZPGROUP,UTR297,857878,0
bank_298,2026-08-17 12:00:00,NEFT CR SETTL setl_298 RZPGROUP,,14773616,0
bank_299,2026-08-15 08:00:00,NEFT CR-UTR:UTR299 SETTL setl_299 RZPGROUP,UTR299,7719907,0
bank_300,2026-08-12 09:00:00,NEFT CR-UTR:UTR300 SETTL setl_300 RZPGROUP,UTR300,4142670,0
bank_301,2026-08-17 05:00:00,NEFT CR-UTR:UTR301 SETTL setl_301 RZPGROUP,UTR301,15453776,0
bank_302,2026-08-10 02:00:00,NEFT CR-UTR:UTR302 SETTL setl_302 RZPGROUP,UTR302,28391174,0
bank_303,2026-08-11 08:00:00,NEFT CR SETTL setl_303 RZPGROUP,,25686058,0
bank_305,2026-08-09 03:00:00,NEFT CR-UTR:UTR305 SETTL setl_305 RZPGROUP,UTR305,46134705,0
bank_306,2026-08-15 12:00:00,NEFT CR-UTR:UTR306 SETTL setl_306 RZPGROUP,UTR306,30148791,0
bank_307,2026-08-11 07:00:00,NEFT CR-UTR:UTR307 SETTL setl_307 RZPGROUP,UTR307,12407701,0
bank_309,2026-08-16 09:00:00,NEFT CR-UTR:UTR309 SETTL setl_309 RZPGROUP,UTR309,43030632,0
bank_310,2026-08-11 12:00:00,NEFT CR-UTR:UTR310 SETTL setl_310 RZPGROUP,UTR310,40208543,0
bank_311,2026-08-11 03:00:00,NEFT CR-UTR:UTR311 SETTL setl_311 RZPGROUP,UTR311,9605824,0
bank_312,2026-08-16 10:00:00,NEFT CR-UTR:UTR312 SETTL setl_312 RZPGROUP,UTR312,13815475,0
bank_313,2026-08-17 05:00:00,NEFT CR-UTR:UTR313 SETTL setl_313 RZPGROUP,UTR313,18562341,0
bank_315,2026-08-09 10:00:00,NEFT CR-UTR:UTR315 SETTL setl_315 RZPGROUP,UTR315,23074578,0
bank_315,2026-08-09 10:00:00,NEFT CR-UTR:UTR315 SETTL setl_315 RZPGROUP,UTR315,23074578,0
bank_316,2026-08-17 10:00:00,NEFT CR-UTR:UTR316 SETTL setl_316 RZPGROUP,UTR316,28348895,0
bank_318,2026-08-13 06:00:00,NEFT CR-UTR:UTR318 SETTL setl_318 RZPGROUP,UTR318,7205051,0
bank_319,2026-08-12 06:00:00,NEFT CR-UTR:UTR319 SETTL setl_319 RZPGROUP,UTR319,8657153,0
bank_320,2026-08-13 08:00:00,NEFT CR-UTR:UTR320 SETTL setl_320 RZPGROUP,UTR320,18584115,0
bank_321,2026-08-16 10:00:00,NEFT CR-UTR:UTR321 SETTL setl_321 RZPGROUP,UTR321,5573682,0
bank_322,2026-08-12 11:00:00,NEFT CR-UTR:UTR322 SETTL setl_322 RZPGROUP,UTR322,19544697,0
bank_324,2026-08-11 08:00:00,NEFT CR-UTR:UTR324 SETTL setl_324 RZPGROUP,UTR324,15017228,0
bank_326,2026-08-14 12:00:00,NEFT CR-UTR:UTR326 SETTL setl_326 RZPGROUP,UTR326,48369880,0
bank_327,2026-08-11 05:00:00,NEFT CR-UTR:UTR327 SETTL setl_327 RZPGROUP,UTR327,34548352,0
bank_329a,2026-08-09 08:00:00,NEFT CR-EXTERNAL REF,,20615417,0
bank_329b,2026-08-09 08:00:00,NEFT CR-EXTERNAL REF,,20615417,0
bank_332,2026-08-14 08:00:00,NEFT CR-UTR:UTR332 SETTL setl_332 RZPGROUP,UTR332,5160433,0
bank_334,2026-08-11 05:00:00,NEFT CR-UTR:UTR334 SETTL setl_334 RZPGROUP,UTR334,15221198,0
bank_335,2026-08-13 11:00:00,NEFT CR-UTR:UTR335 SETTL setl_335 RZPGROUP,UTR335,16063733,0
bank_336,2026-08-16 11:00:00,NEFT CR-UTR:UTR336 SETTL setl_336 RZPGROUP,UTR336,24473076,0
bank_337,2026-08-16 03:00:00,NEFT CR-UTR:UTR337 SETTL setl_337 RZPGROUP,UTR337,2384955,0
bank_338,2026-08-15 07:00:00,NEFT CR-UTR:UTR338 SETTL setl_338 RZPGROUP,UTR338,47701730,0
bank_339,2026-08-12 07:00:00,NEFT CR-UTR:UTR339 SETTL setl_339 RZPGROUP,UTR339,11966661,0
bank_340,2026-08-14 10:00:00,NEFT CR-UTR:UTR340 SETTL setl_340 RZPGROUP,UTR340,1532021,0
bank_341,2026-08-13 05:00:00,NEFT CR-UTR:UTR341 SETTL setl_341 RZPGROUP,UTR341,10632020,0
bank_342,2026-08-15 13:00:00,NEFT CR-UTR:UTR342 SETTL setl_342 RZPGROUP,UTR342,16785195,0
bank_343,2026-08-12 10:00:00,NEFT CR-UTR:UTR343 SETTL setl_343 RZPGROUP,UTR343,32814461,0
bank_345,2026-08-16 07:00:00,NEFT CR-UTR:UTR345 SETTL setl_345 RZPGROUP,UTR345,12000056,0
bank_348,2026-08-11 09:00:00,NEFT CR-UTR:UTR348 SETTL setl_348 RZPGROUP,UTR348,8639676,0
bank_349,2026-08-17 08:00:00,NEFT CR-UTR:UTR349 SETTL setl_349 RZPGROUP,UTR349,31806133,0
bank_350,2026-08-12 12:00:00,NEFT CR-UTR:UTR350 SETTL setl_350 RZPGROUP,UTR350,41829660,0
bank_351,2026-08-10 10:00:00,NEFT CR-UTR:UTR351 SETTL setl_351 RZPGROUP,UTR351,36450868,0
bank_352,2026-08-18 07:00:00,NEFT CR-UTR:UTR352 SETTL setl_352 RZPGROUP,UTR352,15050132,0
bank_353,2026-08-10 11:00:00,NEFT CR-UTR:UTR353 SETTL setl_353 RZPGROUP,UTR353,40064817,0
bank_354,2026-08-10 11:00:00,NEFT CR-UTR:UTR354 SETTL setl_354 RZPGROUP,UTR354,39776779,0
bank_355,2026-08-11 06:00:00,NEFT CR SETTL setl_355 RZPGROUP,,11285036,0
bank_357,2026-08-12 09:00:00,NEFT CR-UTR:UTR357 SETTL setl_357 RZPGROUP,UTR357,41598644,0
bank_358,2026-08-15 06:00:00,NEFT CR-UTR:UTR358 SETTL setl_358 RZPGROUP,UTR358,2153646,0
bank_359,2026-08-16 11:00:00,NEFT CR-UTR:UTR359 SETTL setl_359 RZPGROUP,UTR359,27677914,0
bank_360,2026-08-17 05:00:00,NEFT CR-UTR:UTR360 SETTL setl_360 RZPGROUP,UTR360,2153646,0
bank_361,2026-08-16 06:00:00,NEFT CR-UTR:UTR361 SETTL setl_361 RZPGROUP,UTR361,36004653,0
bank_362,2026-08-12 12:00:00,NEFT CR-UTR:UTR362 SETTL setl_362 RZPGROUP,UTR362,39078555,0
bank_363,2026-08-11 05:00:00,NEFT CR-UTR:UTR363 SETTL setl_363 RZPGROUP,UTR363,19303233,0
bank_363,2026-08-11 05:00:00,NEFT CR-UTR:UTR363 SETTL setl_363 RZPGROUP,UTR363,19303233,0
bank_364,2026-08-10 10:00:00,NEFT CR-UTR:UTR364 SETTL setl_364 RZPGROUP,UTR364,23374138,0
bank_365,2026-08-16 11:00:00,NEFT CR-UTR:UTR365 SETTL setl_365 RZPGROUP,UTR365,43616088,0
bank_367,2026-08-10 10:00:00,NEFT CR-UTR:UTR367 SETTL setl_367 RZPGROUP,UTR367,43734323,0
bank_368,2026-08-16 07:00:00,NEFT CR-UTR:UTR368 SETTL setl_368 RZPGROUP,UTR368,931096,0
bank_370,2026-08-12 06:00:00,NEFT CR-UTR:UTR370 SETTL setl_370 RZPGROUP,UTR370,33606907,0
bank_371,2026-08-13 05:00:00,NEFT CR-UTR:UTR371 SETTL setl_371 RZPGROUP,UTR371,20386940,0
bank_373,2026-08-11 02:00:00,NEFT CR SETTL setl_373 RZPGROUP,,34906886,0
bank_374,2026-08-11 07:00:00,NEFT CR SETTL setl_374 RZPGROUP,,44139725,0
bank_375,2026-08-17 04:00:00,NEFT CR SETTL setl_375 RZPGROUP,,4670610,0
bank_376,2026-08-11 08:00:00,NEFT CR-UTR:UTR376 SETTL setl_376 RZPGROUP,UTR376,2153646,0
bank_377,2026-08-15 10:00:00,NEFT CR-UTR:UTR377 SETTL setl_377 RZPGROUP,UTR377,33373060,0
bank_378,2026-08-11 10:00:00,NEFT CR-UTR:UTR378 SETTL setl_378 RZPGROUP,UTR378,47188338,0
bank_379,2026-08-17 09:00:00,NEFT CR-UTR:UTR379 SETTL setl_379 RZPGROUP,UTR379,38616425,0
bank_380,2026-08-14 03:00:00,NEFT CR-UTR:UTR380 SETTL setl_380 RZPGROUP,UTR380,12782151,0
bank_381,2026-08-14 07:00:00,NEFT CR-UTR:UTR381 SETTL setl_381 RZPGROUP,UTR381,43502428,0
bank_382,2026-08-17 06:00:00,NEFT CR-UTR:UTR382 SETTL setl_382 RZPGROUP,UTR382,24681547,0
bank_383,2026-08-16 05:00:00,NEFT CR-UTR:UTR383 SETTL setl_383 RZPGROUP,UTR383,25671997,0
bank_384,2026-08-11 07:00:00,NEFT CR-UTR:UTR384 SETTL setl_384 RZPGROUP,UTR384,44163939,0
bank_385,2026-08-16 02:00:00,NEFT CR-UTR:UTR385 SETTL setl_385 RZPGROUP,UTR385,30165586,0
bank_386,2026-08-12 06:00:00,NEFT CR SETTL setl_386 RZPGROUP,,48661921,0
bank_387,2026-08-10 04:00:00,NEFT CR-UTR:UTR387 SETTL setl_387 RZPGROUP,UTR387,32887691,0
bank_388,2026-08-10 08:00:00,NEFT CR-UTR:UTR388 SETTL setl_388 RZPGROUP,UTR388,2153646,0
bank_389,2026-08-16 06:00:00,NEFT CR SETTL setl_389 RZPGROUP,,30118133,0
bank_390a,2026-08-16 10:00:00,NEFT CR-EXTERNAL REF,,12612843,0
bank_390b,2026-08-16 10:00:00,NEFT CR-EXTERNAL REF,,12612843,0
bank_391,2026-08-15 03:00:00,NEFT CR-UTR:UTR391 SETTL setl_391 RZPGROUP,UTR391,34195188,0
bank_393,2026-08-14 05:00:00,NEFT CR-UTR:UTR393 SETTL setl_393 RZPGROUP,UTR393,38479729,0
bank_394,2026-08-17 10:00:00,NEFT CR-UTR:UTR394 SETTL setl_394 RZPGROUP,UTR394,27004466,0
bank_395,2026-08-11 04:00:00,NEFT CR-UTR:UTR395 SETTL setl_395 RZPGROUP,UTR395,2935945,0
bank_397,2026-08-10 07:00:00,NEFT CR-UTR:UTR397 SETTL setl_397 RZPGROUP,UTR397,2451448,0
bank_398,2026-08-12 07:00:00,NEFT CR-UTR:UTR398 SETTL setl_398 RZPGROUP,UTR398,28399571,0
bank_399,2026-08-16 08:00:00,NEFT CR-UTR:UTR399 SETTL setl_399 RZPGROUP,UTR399,13953708,0
bank_401,2026-08-14 07:00:00,NEFT CR-UTR:UTR401 SETTL setl_401 RZPGROUP,UTR401,39695640,0
bank_404,2026-08-12 02:00:00,NEFT CR-UTR:UTR404 SETTL setl_404 RZPGROUP,UTR404,424051,0
bank_404,2026-08-12 02:00:00,NEFT CR-UTR:UTR404 SETTL setl_404 RZPGROUP,UTR404,424051,0
bank_405,2026-08-13 02:00:00,NEFT CR-UTR:UTR405 SETTL setl_405 RZPGROUP,UTR405,48780163,0
bank_407,2026-08-14 05:00:00,NEFT CR-UTR:UTR407 SETTL setl_407 RZPGROUP,UTR407,36528101,0
bank_408,2026-08-17 03:00:00,NEFT CR-UTR:UTR408 SETTL setl_408 RZPGROUP,UTR408,23566781,0
bank_409,2026-08-18 10:00:00,NEFT CR-UTR:UTR409 SETTL setl_409 RZPGROUP,UTR409,30397578,0
bank_410,2026-08-13 10:00:00,NEFT CR-UTR:UTR410 SETTL setl_410 RZPGROUP,UTR410,43657090,0
bank_411,2026-08-16 06:00:00,NEFT CR-UTR:UTR411 SETTL setl_411 RZPGROUP,UTR411,12056490,0
bank_413,2026-08-13 07:00:00,NEFT CR-UTR:UTR413 SETTL setl_413 RZPGROUP,UTR413,27532332,0
bank_416,2026-08-09 02:00:00,NEFT CR-UTR:UTR416 SETTL setl_416 RZPGROUP,UTR416,20381960,0
bank_419,2026-08-16 07:00:00,NEFT CR-UTR:UTR419 SETTL setl_419 RZPGROUP,UTR419,19153063,0
bank_420,2026-08-10 04:00:00,NEFT CR-UTR:UTR420 SETTL setl_420 RZPGROUP,UTR420,46252666,0
bank_421,2026-08-11 05:00:00,NEFT CR-UTR:UTR421 SETTL setl_421 RZPGROUP,UTR421,48334339,0
bank_423,2026-08-15 06:00:00,NEFT CR-UTR:UTR423 SETTL setl_423 RZPGROUP,UTR423,46595078,0
bank_424,2026-08-15 06:00:00,NEFT CR-UTR:UTR424 SETTL setl_424 RZPGROUP,UTR424,31534596,0
bank_425,2026-08-13 12:00:00,NEFT CR SETTL setl_425 RZPGROUP,,4588202,0
bank_426,2026-08-10 05:00:00,NEFT CR-UTR:UTR426 SETTL setl_426 RZPGROUP,UTR426,12851865,0
bank_427,2026-08-10 12:00:00,NEFT CR-UTR:UTR427 SETTL setl_427 RZPGROUP,UTR427,2153646,0
bank_428,2026-08-15 02:00:00,NEFT CR-UTR:UTR428 SETTL setl_428 RZPGROUP,UTR428,13941626,0
bank_432,2026-08-13 11:00:00,NEFT CR-UTR:UTR432 SETTL setl_432 RZPGROUP,UTR432,12206953,0
bank_433,2026-08-16 06:00:00,NEFT CR-UTR:UTR433 SETTL setl_433 RZPGROUP,UTR433,28949479,0
bank_434,2026-08-17 03:00:00,NEFT CR-UTR:UTR434 SETTL setl_434 RZPGROUP,UTR434,25203716,0
bank_435,2026-08-10 03:00:00,NEFT CR-UTR:UTR435 SETTL setl_435 RZPGROUP,UTR435,27047257,0
bank_436,2026-08-15 11:00:00,NEFT CR-UTR:UTR436 SETTL setl_436 RZPGROUP,UTR436,17541515,0
bank_437,2026-08-16 06:00:00,NEFT CR-UTR:UTR437 SETTL setl_437 RZPGROUP,UTR437,36172008,0
bank_438,2026-08-16 08:00:00,NEFT CR-UTR:UTR438 SETTL setl_438 RZPGROUP,UTR438,30096652,0
bank_439,2026-08-12 10:00:00,NEFT CR SETTL setl_439 RZPGROUP,,37587788,0
bank_440,2026-08-16 09:00:00,NEFT CR-UTR:UTR440 SETTL setl_440 RZPGROUP,UTR440,34167166,0
bank_441,2026-08-18 12:00:00,NEFT CR-UTR:UTR441 SETTL setl_441 RZPGROUP,UTR441,9074759,0
bank_442,2026-08-16 10:00:00,NEFT CR-UTR:UTR442 SETTL setl_442 RZPGROUP,UTR442,11405524,0
bank_444,2026-08-13 07:00:00,NEFT CR-UTR:UTR444 SETTL setl_444 RZPGROUP,UTR444,680942,0
bank_446,2026-08-12 09:00:00,NEFT CR-UTR:UTR446 SETTL setl_446 RZPGROUP,UTR446,8612727,0
bank_447,2026-08-10 05:00:00,NEFT CR-UTR:UTR447 SETTL setl_447 RZPGROUP,UTR447,42525443,0
bank_448,2026-08-17 09:00:00,NEFT CR-UTR:UTR448 SETTL setl_448 RZPGROUP,UTR448,15194444,0
bank_449,2026-08-11 06:00:00,NEFT CR-UTR:UTR449 SETTL setl_449 RZPGROUP,UTR449,6550966,0
bank_450,2026-08-18 09:00:00,NEFT CR-UTR:UTR450 SETTL setl_450 RZPGROUP,UTR450,36162644,0
bank_451,2026-08-17 11:00:00,NEFT CR-UTR:UTR451 SETTL setl_451 RZPGROUP,UTR451,2839176,0
bank_452,2026-08-09 06:00:00,NEFT CR-UTR:UTR452 SETTL setl_452 RZPGROUP,UTR452,37074751,0
bank_453,2026-08-12 09:00:00,NEFT CR-UTR:UTR453 SETTL setl_453 RZPGROUP,UTR453,2638526,0
bank_454,2026-08-16 06:00:00,NEFT CR-UTR:UTR454 SETTL setl_454 RZPGROUP,UTR454,21987357,0
bank_456,2026-08-12 09:00:00,NEFT CR-UTR:UTR456 SETTL setl_456 RZPGROUP,UTR456,40276598,0
bank_457,2026-08-10 10:00:00,NEFT CR-UTR:UTR457 SETTL setl_457 RZPGROUP,UTR457,24517599,0
bank_458,2026-08-11 04:00:00,NEFT CR SETTL setl_458 RZPGROUP,,9649078,0
bank_459,2026-08-13 02:00:00,NEFT CR-UTR:UTR459 SETTL setl_459 RZPGROUP,UTR459,11679307,0
bank_460,2026-08-12 11:00:00,NEFT CR-UTR:UTR460 SETTL setl_460 RZPGROUP,UTR460,34240737,0
bank_461,2026-08-09 11:00:00,NEFT CR SETTL setl_461 RZPGROUP,,41993012,0
bank_462,2026-08-16 08:00:00,NEFT CR-UTR:UTR462 SETTL setl_462 RZPGROUP,UTR462,15396266,0
bank_464,2026-08-11 07:00:00,NEFT CR-UTR:UTR464 SETTL setl_464 RZPGROUP,UTR464,2372238,0
bank_465,2026-08-13 07:00:00,NEFT CR-UTR:UTR465 SETTL setl_465 RZPGROUP,UTR465,13299154,0
bank_467,2026-08-15 06:00:00,NEFT CR-UTR:UTR467 SETTL setl_467 RZPGROUP,UTR467,21313543,0
bank_468,2026-08-10 10:00:00,NEFT CR-UTR:UTR468 SETTL setl_468 RZPGROUP,UTR468,44504898,0
bank_469,2026-08-11 03:00:00,NEFT CR-UTR:UTR469 SETTL setl_469 RZPGROUP,UTR469,29380267,0
bank_470,2026-08-11 02:00:00,NEFT CR-UTR:UTR470 SETTL setl_470 RZPGROUP,UTR470,23618025,0
bank_471,2026-08-11 08:00:00,NEFT CR SETTL setl_471 RZPGROUP,,38273611,0
bank_473,2026-08-11 11:00:00,NEFT CR SETTL setl_473 RZPGROUP,,38169917,0
bank_474,2026-08-17 08:00:00,NEFT CR-UTR:UTR474 SETTL setl_474 RZPGROUP,UTR474,33144484,0
bank_475,2026-08-09 07:00:00,NEFT CR-UTR:UTR475 SETTL setl_475 RZPGROUP,UTR475,2153646,0
bank_476,2026-08-09 09:00:00,NEFT CR-UTR:UTR476 SETTL setl_476 RZPGROUP,UTR476,16024482,0
bank_478,2026-08-13 09:00:00,NEFT CR-UTR:UTR478 SETTL setl_478 RZPGROUP,UTR478,47092944,0
bank_479,2026-08-17 06:00:00,NEFT CR-UTR:UTR479 SETTL setl_479 RZPGROUP,UTR479,20417696,0
bank_480,2026-08-15 11:00:00,NEFT CR-UTR:UTR480 SETTL setl_480 RZPGROUP,UTR480,22934270,0
bank_481,2026-08-16 07:00:00,NEFT CR-UTR:UTR481 SETTL setl_481 RZPGROUP,UTR481,38438037,0
bank_482,2026-08-14 07:00:00,NEFT CR-UTR:UTR482 SETTL setl_482 RZPGROUP,UTR482,43805991,0
bank_483,2026-08-11 03:00:00,NEFT CR-UTR:UTR483 SETTL setl_483 RZPGROUP,UTR483,33453320,0
bank_484,2026-08-18 07:00:00,NEFT CR-UTR:UTR484 SETTL setl_484 RZPGROUP,UTR484,30870937,0
bank_486,2026-08-10 12:00:00,NEFT CR-UTR:UTR486 SETTL setl_486 RZPGROUP,UTR486,15564891,0
bank_487,2026-08-13 08:00:00,NEFT CR-UTR:UTR487 SETTL setl_487 RZPGROUP,UTR487,33235973,0
bank_489a,2026-08-10 07:00:00,NEFT CR-EXTERNAL REF,,7772730,0
bank_489b,2026-08-10 07:00:00,NEFT CR-EXTERNAL REF,,7772730,0
bank_491,2026-08-11 06:00:00,NEFT CR-UTR:UTR491 SETTL setl_491 RZPGROUP,UTR491,20809623,0
bank_492,2026-08-10 09:00:00,NEFT CR SETTL setl_492 RZPGROUP,,32773843,0
bank_493,2026-08-10 06:00:00,NEFT CR-UTR:UTR493 SETTL setl_493 RZPGROUP,UTR493,5094075,0
bank_494,2026-08-17 08:00:00,NEFT CR-UTR:UTR494 SETTL setl_494 RZPGROUP,UTR494,33599096,0
bank_495,2026-08-13 10:00:00,NEFT CR-UTR:UTR495 SETTL setl_495 RZPGROUP,UTR495,40441122,0
bank_496,2026-08-16 12:00:00,NEFT CR-UTR:UTR496 SETTL setl_496 RZPGROUP,UTR496,43672517,0
bank_497,2026-08-15 06:00:00,NEFT CR SETTL setl_497 RZPGROUP,,45628637,0
bank_498,2026-08-16 08:00:00,NEFT CR-UTR:UTR498 SETTL setl_498 RZPGROUP,UTR498,2865149,0
bank_499,2026-08-10 04:00:00,NEFT CR-UTR:UTR499 SETTL setl_499 RZPGROUP,UTR499,45803608,0
bank_noise_00,2026-08-20 23:00:00,BANK CHARGE QUARTERLY,UTRNOISE00,0,5900
bank_noise_01,2026-08-19 00:00:00,BANK CHARGE SMS ALERT,UTRNOISE01,0,1200
