entity_id,type,payment_id,order_id,settlement_id,settlement_utr,amount_paise,fee_paise,tax_paise,debit_paise,credit_paise,settled_at
ent_262,payment,pay_262,order_262,setl_262,,43551600,871032,156785,0,0,2026-08-09 04:00:00
ent_263,payment,pay_263,order_263,setl_263,UTR263,23265100,465302,83754,0,0,2026-08-16 04:00:00
ent_264,payment,pay_264,order_264,setl_264,UTR264,23872900,477458,85942,0,0,2026-08-15 07:00:00
ent_265,payment,pay_265,order_265,setl_265,UTR265,24341900,486838,87630,0,0,2026-08-13 01:00:00
ent_266,payment,pay_266,order_266,setl_266,UTR266,30420100,608402,109512,0,0,2026-08-16 01:00:00
ent_267,payment,pay_267,order_267,setl_267,UTR267,3259100,65182,11732,0,0,2026-08-16 08:00:00
ent_268,payment,pay_268,order_268,setl_268,,40416200,808324,145498,0,0,2026-08-15 07:00:00
ent_269,payment,pay_269,order_269,setl_269,,19794600,395892,71260,0,0,2026-08-16 03:00:00
ent_270,payment,pay_270,order_270,setl_270,UTR270,20707500,414150,74547,0,0,2026-08-09 03:00:00
ent_271,payment,pay_271,order_271,setl_271,UTR271,24374700,487494,87748,0,0,2026-08-09 07:00:00
ent_272,payment,pay_272,order_272,setl_272,UTR272,18248700,364974,65695,0,0,2026-08-20 05:00:00
ent_273,payment,pay_273,order_273,setl_273,UTR273,42539900,850798,153143,0,0,2026-08-11 01:00:00
ent_274,payment,pay_274,order_274,setl_274,,31239700,624794,112462,0,0,2026-08-17 08:00:00
ent_275,payment,pay_275,order_275,setl_275,UTR275,23114200,462284,83211,0,0,2026-08-14 04:00:00
ent_276,payment,pay_276,order_276,setl_276,UTR276,42870600,857412,154334,0,0,2026-08-12 06:00:00
ent_277,payment,pay_277,order_277,setl_277,UTR277,11689000,233780,42080,0,0,2026-08-11 05:00:00
ent_278,payment,pay_278,order_278,setl_278,UTR278,29242500,584850,105273,0,0,2026-08-10 01:00:00
ent_279,payment,pay_279,order_279,setl_279,UTR279,16810800,336216,60518,0,0,2026-08-18 07:00:00
ent_280,payment,pay_280,order_280,setl_280,,9740500,194810,35065,0,0,2026-08-09 08:00:00
ent_281,payment,pay_281,order_281,setl_281,UTR281,42345800,846916,152444,0,0,2026-08-10 01:00:00
ent_282,payment,pay_282,order_282,setl_282,UTR282,12832700,256654,46197,0,0,2026-08-13 04:00:00
ent_283,payment,pay_283,order_283,setl_283,UTR283,44514100,890282,160250,0,0,2026-08-19 02:00:00
ent_284,payment,pay_284,order_284,setl_284,,35419800,708396,127511,0,0,2026-08-17 02:00:00
ent_285,payment,pay_285,order_285,setl_285,UTR285,11051800,221036,39786,0,0,2026-08-19 05:00:00
ent_286,payment,pay_286,order_286,setl_286,UTR286,39257900,785158,141328,0,0,2026-08-19 04:00:00
ent_287,payment,pay_287,order_287,setl_287,,16961800,339236,61062,0,0,2026-08-13 07:00:00
ent_288,payment,pay_288,order_288,setl_288,UTR288,13813300,276266,49727,0,0,2026-08-12 08:00:00
ent_289,payment,pay_289,order_289,setl_289,UTR289,48037200,960744,172933,0,0,2026-08-14 06:00:00
ent_290,payment,pay_290,order_290,setl_290,UTR290,45402900,908058,163450,0,0,2026-08-14 03:00:00
ent_291,payment,pay_291,order_291,setl_291,UTR291,8090700,161814,29126,0,0,2026-08-14 06:00:00
ent_292,payment,pay_292,order_292,setl_292,UTR292,28969500,579390,104290,0,0,2026-08-12 05:00:00
ent_293,payment,pay_293,order_293,setl_293,UTR293,8920200,178404,32112,0,0,2026-08-12 03:00:00
ent_295,payment,pay_295,order_295,setl_295,UTR295,21721200,434424,78196,0,0,2026-08-15 04:00:00
ent_296,payment,pay_296,order_296,setl_296,UTR296,11567200,231344,41641,0,0,2026-08-09 08:00:00
ent_297,payment,pay_297,order_297,setl_297,UTR297,924700,18494,3328,0,0,2026-08-17 07:00:00
ent_298,payment,pay_298,order_298,setl_298,,15130700,302614,54470,0,0,2026-08-17 07:00:00
ent_299,payment,pay_299,order_299,setl_299,UTR299,7906500,158130,28463,0,0,2026-08-14 04:00:00
ent_300,payment,pay_300,order_300,setl_300,UTR300,4242800,84856,15274,0,0,2026-08-12 07:00:00
ent_301,payment,pay_301,order_301,setl_301,UTR301,15827300,316546,56978,0,0,2026-08-16 01:00:00
ent_302,payment,pay_302,order_302,setl_302,UTR302,29077400,581548,104678,0,0,2026-08-10 01:00:00
ent_303,payment,pay_303,order_303,setl_303,,26306900,526138,94704,0,0,2026-08-11 06:00:00
ent_304,payment,pay_304,order_304,setl_304,UTR304,11184300,223686,40263,0,0,2026-08-18 08:00:00
ent_305,payment,pay_305,order_305,setl_305,UTR305,47249800,944996,170099,0,0,2026-08-09 01:00:00
ent_306,payment,pay_306,order_306,setl_306,UTR306,30877500,617550,111159,0,0,2026-08-15 07:00:00
ent_307,payment,pay_307,order_307,setl_307,UTR307,12707600,254152,45747,0,0,2026-08-11 06:00:00
ent_308,payment,pay_308,order_308,setl_308,UTR308,26355900,527118,94881,0,0,2026-08-18 06:00:00
ent_309,payment,pay_309,order_309,setl_309,UTR309,44070700,881414,158654,0,0,2026-08-16 06:00:00
ent_310,payment,pay_310,order_310,setl_310,UTR310,41180400,823608,148249,0,0,2026-08-10 08:00:00
ent_311,payment,pay_311,order_311,setl_311,UTR311,9838000,196760,35416,0,0,2026-08-11 02:00:00
ent_312,payment,pay_312,order_312,setl_312,UTR312,14149400,282988,50937,0,0,2026-08-15 07:00:00
ent_313,payment,pay_313,order_313,setl_313,UTR313,19011000,380220,68439,0,0,2026-08-16 02:00:00
ent_314,payment,pay_314,order_314,setl_314,UTR314,40016400,800328,144059,0,0,2026-08-19 02:00:00
ent_315,payment,pay_315,order_315,setl_315,UTR315,23632300,472646,85076,0,0,2026-08-09 07:00:00
ent_316,payment,pay_316,order_316,setl_316,UTR316,29157000,583140,104965,0,0,2026-08-16 06:00:00
ent_317,payment,pay_317,order_317,setl_317,UTR317,20431800,408636,73554,0,0,2026-08-20 04:00:00
ent_318,payment,pay_318,order_318,setl_318,UTR318,7379200,147584,26565,0,0,2026-08-13 05:00:00
ent_319,payment,pay_319,order_319,setl_319,UTR319,8866400,177328,31919,0,0,2026-08-11 05:00:00
ent_320,payment,pay_320,order_320,setl_320,UTR320,19033300,380666,68519,0,0,2026-08-13 04:00:00
ent_321,payment,pay_321,order_321,setl_321,UTR321,5708400,114168,20550,0,0,2026-08-15 05:00:00
ent_322,payment,pay_322,order_322,setl_322,UTR322,20017100,400342,72061,0,0,2026-08-12 08:00:00
ent_324,payment,pay_324,order_324,setl_324,UTR324,15380200,307604,55368,0,0,2026-08-10 04:00:00
ent_325,payment,pay_325,order_325,setl_325,UTR325,19237300,384746,69254,0,0,2026-08-16 04:00:00
ent_326,payment,pay_326,order_326,setl_326,UTR326,49539000,990780,178340,0,0,2026-08-14 08:00:00
ent_327,payment,pay_327,order_327,setl_327,UTR327,35383400,707668,127380,0,0,2026-08-10 03:00:00
ent_329,payment,pay_329,order_329,setl_329,,21113700,422274,76009,0,0,2026-08-09 07:00:00
ent_330,payment,pay_330,order_330,setl_330,UTR330,40415300,808306,145495,0,0,2026-08-16 06:00:00
ent_331,payment,pay_331,order_331,setl_331,UTR331,33918200,678364,122105,0,0,2026-08-18 07:00:00
ent_332,payment,pay_332,order_332,setl_332,UTR332,5269800,105396,18971,0,0,2026-08-13 04:00:00
ent_334,payment,pay_334,order_334,setl_334,UTR334,15589100,311782,56120,0,0,2026-08-11 02:00:00
ent_335,payment,pay_335,order_335,setl_335,UTR335,16452000,329040,59227,0,0,2026-08-12 08:00:00
ent_336,payment,pay_336,order_336,setl_336,UTR336,25064600,501292,90232,0,0,2026-08-16 08:00:00
ent_337,payment,pay_337,order_337,setl_337,UTR337,2442600,48852,8793,0,0,2026-08-16 01:00:00
ent_338,payment,pay_338,order_338,setl_338,UTR338,48854700,977094,175876,0,0,2026-08-14 03:00:00
ent_339,payment,pay_339,order_339,setl_339,UTR339,12255900,245118,44121,0,0,2026-08-11 03:00:00
ent_340,payment,pay_340,order_340,setl_340,UTR340,1630500,32610,5869,0,0,2026-08-14 08:00:00
ent_341,payment,pay_341,order_341,setl_341,UTR341,10889000,217780,39200,0,0,2026-08-13 02:00:00
ent_342,payment,pay_342,order_342,setl_342,UTR342,17190900,343818,61887,0,0,2026-08-14 08:00:00
ent_343,payment,pay_343,order_343,setl_343,UTR343,33607600,672152,120987,0,0,2026-08-12 07:00:00
ent_344,payment,pay_344,order_344,setl_344,UTR344,18554100,371082,66794,0,0,2026-08-19 03:00:00
ent_345,payment,pay_345,order_345,setl_345,UTR345,16519900,330398,59471,0,0,2026-08-16 04:00:00
ent_345_r,refund,pay_345,order_345,setl_345,,0,0,0,4129975,0,2026-08-16 04:00:00
ent_346,payment,pay_346,order_346,setl_346,UTR346,36456000,729120,131241,0,0,2026-08-16 07:00:00
ent_348,payment,pay_348,order_348,setl_348,UTR348,8848500,176970,31854,0,0,2026-08-10 05:00:00
ent_349,payment,pay_349,order_349,setl_349,UTR349,32574900,651498,117269,0,0,2026-08-17 06:00:00
ent_350,payment,pay_350,order_350,setl_350,UTR350,42840700,856814,154226,0,0,2026-08-11 08:00:00
ent_351,payment,pay_351,order_351,setl_351,UTR351,37331900,746638,134394,0,0,2026-08-10 08:00:00
ent_352,payment,pay_352,order_352,setl_352,UTR352,15413900,308278,55490,0,0,2026-08-17 05:00:00
ent_353,payment,pay_353,order_353,setl_353,UTR353,41033200,820664,147719,0,0,2026-08-10 08:00:00
ent_354,payment,pay_354,order_354,setl_354,UTR354,40738200,814764,146657,0,0,2026-08-09 06:00:00
ent_355,payment,pay_355,order_355,setl_355,,11557800,231156,41608,0,0,2026-08-11 02:00:00
ent_357,payment,pay_357,order_357,setl_357,UTR357,42604100,852082,153374,0,0,2026-08-12 07:00:00
ent_358,payment,pay_358,order_358,setl_358,UTR358,2205700,44114,7940,0,0,2026-08-14 01:00:00
ent_359,payment,pay_359,order_359,setl_359,UTR359,28346900,566938,102048,0,0,2026-08-15 06:00:00
ent_360,payment,pay_360,order_360,setl_360,UTR360,2205700,44114,7940,0,0,2026-08-16 03:00:00
ent_361,payment,pay_361,order_361,setl_361,UTR361,36874900,737498,132749,0,0,2026-08-15 04:00:00
ent_362,payment,pay_362,order_362,setl_362,UTR362,40023100,800462,144083,0,0,2026-08-11 08:00:00
ent_363,payment,pay_363,order_363,setl_363,UTR363,19769800,395396,71171,0,0,2026-08-10 02:00:00
ent_364,payment,pay_364,order_364,setl_364,UTR364,23939100,478782,86180,0,0,2026-08-10 06:00:00
ent_365,payment,pay_365,order_365,setl_365,UTR365,44670000,893400,160812,0,0,2026-08-16 07:00:00
ent_365_a,adjustment,pay_365,order_365,setl_365,,0,0,0,0,300,2026-08-16 07:00:00
ent_367,payment,pay_367,order_367,setl_367,UTR367,44791400,895828,161249,0,0,2026-08-10 06:00:00
ent_368,payment,pay_368,order_368,setl_368,UTR368,953600,19072,3432,0,0,2026-08-16 03:00:00
ent_369,payment,pay_369,order_369,setl_369,UTR369,10707300,214146,38546,0,0,2026-08-18 03:00:00
ent_370,payment,pay_370,order_370,setl_370,UTR370,34419200,688384,123909,0,0,2026-08-12 05:00:00
ent_371,payment,pay_371,order_371,setl_371,UTR371,20879700,417594,75166,0,0,2026-08-13 04:00:00
ent_372,payment,pay_372,order_372,setl_372,UTR372,156900,3138,564,0,0,2026-08-20 08:00:00
ent_373,payment,pay_373,order_373,setl_373,,35750600,715012,128702,0,0,2026-08-10 01:00:00
ent_374,payment,pay_374,order_374,setl_374,,45206600,904132,162743,0,0,2026-08-11 03:00:00
ent_375,payment,pay_375,order_375,setl_375,,4783500,95670,17220,0,0,2026-08-16 02:00:00
ent_376,payment,pay_376,order_376,setl_376,UTR376,2205700,44114,7940,0,0,2026-08-11 03:00:00
ent_377,payment,pay_377,order_377,setl_377,UTR377,34179700,683594,123046,0,0,2026-08-15 08:00:00
ent_378,payment,pay_378,order_378,setl_378,UTR378,48328900,966578,173984,0,0,2026-08-11 08:00:00
ent_379,payment,pay_379,order_379,setl_379,UTR379,39549800,790996,142379,0,0,2026-08-16 07:00:00
ent_380,payment,pay_380,order_380,setl_380,UTR380,13091100,261822,47127,0,0,2026-08-13 02:00:00
ent_381,payment,pay_381,order_381,setl_381,UTR381,44553900,891078,160394,0,0,2026-08-13 04:00:00
ent_382,payment,pay_382,order_382,setl_382,UTR382,33977900,679558,122320,0,0,2026-08-17 04:00:00
ent_382_r,refund,pay_382,order_382,setl_382,,0,0,0,8494475,0,2026-08-17 04:00:00
ent_383,payment,pay_383,order_383,setl_383,UTR383,26292500,525850,94653,0,0,2026-08-16 01:00:00
ent_384,payment,pay_384,order_384,setl_384,UTR384,45231400,904628,162833,0,0,2026-08-11 06:00:00
ent_385,payment,pay_385,order_385,setl_385,UTR385,30894700,617894,111220,0,0,2026-08-16 01:00:00
ent_386,payment,pay_386,order_386,setl_386,,49838100,996762,179417,0,0,2026-08-11 05:00:00
ent_387,payment,pay_387,order_387,setl_387,UTR387,33682600,673652,121257,0,0,2026-08-09 03:00:00
ent_388,payment,pay_388,order_388,setl_388,UTR388,2205700,44114,7940,0,0,2026-08-09 04:00:00
ent_389,payment,pay_389,order_389,setl_389,,30846100,616922,111045,0,0,2026-08-16 05:00:00
ent_390,payment,pay_390,order_390,setl_390,,12917700,258354,46503,0,0,2026-08-16 07:00:00
ent_391,payment,pay_391,order_391,setl_391,UTR391,35021700,700434,126078,0,0,2026-08-15 02:00:00
ent_392,payment,pay_392,order_392,setl_392,UTR392,8689500,173790,31282,0,0,2026-08-15 06:00:00
ent_393,payment,pay_393,order_393,setl_393,UTR393,39409800,788196,141875,0,0,2026-08-13 02:00:00
ent_394,payment,pay_394,order_394,setl_394,UTR394,27565000,551300,99234,0,0,2026-08-16 05:00:00
ent_395,payment,pay_395,order_395,setl_395,UTR395,3006600,60132,10823,0,0,2026-08-10 03:00:00
ent_395_a,adjustment,pay_395,order_395,setl_395,,0,0,0,0,300,2026-08-10 03:00:00
ent_397,payment,pay_397,order_397,setl_397,UTR397,2510700,50214,9038,0,0,2026-08-10 06:00:00
ent_398,payment,pay_398,order_398,setl_398,UTR398,29086000,581720,104709,0,0,2026-08-11 04:00:00
ent_399,payment,pay_399,order_399,setl_399,UTR399,14321700,286434,51558,0,0,2026-08-16 06:00:00
ent_400,payment,pay_400,order_400,setl_400,UTR400,11801300,236026,42484,0,0,2026-08-18 01:00:00
ent_401,payment,pay_401,order_401,setl_401,UTR401,40655100,813102,146358,0,0,2026-08-13 06:00:00
ent_402,payment,pay_402,order_402,setl_402,UTR402,19441900,388838,69990,0,0,2026-08-20 05:00:00
ent_403,payment,pay_403,order_403,setl_403,UTR403,19408100,388162,69869,0,0,2026-08-18 08:00:00
ent_404,payment,pay_404,order_404,setl_404,UTR404,434300,8686,1563,0,0,2026-08-11 01:00:00
ent_405,payment,pay_405,order_405,setl_405,UTR405,49959200,999184,179853,0,0,2026-08-12 01:00:00
ent_406,payment,pay_406,order_406,setl_406,UTR406,10858000,217160,39088,0,0,2026-08-18 04:00:00
ent_407,payment,pay_407,order_407,setl_407,UTR407,37411000,748220,134679,0,0,2026-08-13 02:00:00
ent_408,payment,pay_408,order_408,setl_408,UTR408,24136400,482728,86891,0,0,2026-08-16 02:00:00
ent_409,payment,pay_409,order_409,setl_409,UTR409,31132300,622646,112076,0,0,2026-08-17 07:00:00
ent_410,payment,pay_410,order_410,setl_410,UTR410,44712300,894246,160964,0,0,2026-08-12 07:00:00
ent_411,payment,pay_411,order_411,setl_411,UTR411,12347900,246958,44452,0,0,2026-08-16 04:00:00
ent_412,payment,pay_412,order_412,setl_412,UTR412,5639500,112790,20302,0,0,2026-08-20 08:00:00
ent_413,payment,pay_413,order_413,setl_413,UTR413,28197800,563956,101512,0,0,2026-08-12 04:00:00
ent_414,payment,pay_414,order_414,setl_414,UTR414,44794600,895892,161260,0,0,2026-08-16 02:00:00
ent_415,payment,pay_415,order_415,setl_415,UTR415,2214400,44288,7971,0,0,2026-08-16 06:00:00
ent_416,payment,pay_416,order_416,setl_416,UTR416,20874600,417492,75148,0,0,2026-08-09 01:00:00
ent_417,payment,pay_417,order_417,setl_417,UTR417,21301700,426034,76686,0,0,2026-08-10 04:00:00
ent_417,payment,pay_417,order_417,setl_417,UTR417,21301700,426034,76686,0,0,2026-08-10 04:00:00
ent_419,payment,pay_419,order_419,setl_419,UTR419,19616000,392320,70617,0,0,2026-08-16 05:00:00
ent_420,payment,pay_420,order_420,setl_420,UTR420,47416700,948334,170700,0,0,2026-08-10 03:00:00
ent_421,payment,pay_421,order_421,setl_421,UTR421,49502600,990052,178209,0,0,2026-08-10 01:00:00
ent_422,payment,pay_422,order_422,setl_422,UTR422,26111300,522226,94000,0,0,2026-08-20 07:00:00
ent_423,payment,pay_423,order_423,setl_423,UTR423,47721300,954426,171796,0,0,2026-08-15 05:00:00
ent_424,payment,pay_424,order_424,setl_424,UTR424,32296800,645936,116268,0,0,2026-08-14 05:00:00
ent_425,payment,pay_425,order_425,setl_425,,4699100,93982,16916,0,0,2026-08-13 07:00:00
ent_426,payment,pay_426,order_426,setl_426,UTR426,13162500,263250,47385,0,0,2026-08-09 01:00:00
ent_427,payment,pay_427,order_427,setl_427,UTR427,2205700,44114,7940,0,0,2026-08-09 08:00:00
ent_428,payment,pay_428,order_428,setl_428,UTR428,14278600,285572,51402,0,0,2026-08-15 01:00:00
ent_429,payment,pay_429,order_429,setl_429,UTR429,47063800,941276,169429,0,0,2026-08-19 01:00:00
ent_430,payment,pay_430,order_430,setl_430,UTR430,12303400,246068,44292,0,0,2026-08-20 02:00:00
ent_432,payment,pay_432,order_432,setl_432,UTR432,12502000,250040,45007,0,0,2026-08-12 06:00:00
ent_433,payment,pay_433,order_433,setl_433,UTR433,29649200,592984,106737,0,0,2026-08-15 04:00:00
ent_434,payment,pay_434,order_434,setl_434,UTR434,25812900,516258,92926,0,0,2026-08-17 02:00:00
ent_435,payment,pay_435,order_435,setl_435,UTR435,27701000,554020,99723,0,0,2026-08-10 01:00:00
ent_436,payment,pay_436,order_436,setl_436,UTR436,17965500,359310,64675,0,0,2026-08-15 06:00:00
ent_437,payment,pay_437,order_437,setl_437,UTR437,37046300,740926,133366,0,0,2026-08-15 02:00:00
ent_438,payment,pay_438,order_438,setl_438,UTR438,30824100,616482,110966,0,0,2026-08-16 06:00:00
ent_439,payment,pay_439,order_439,setl_439,,38496300,769926,138586,0,0,2026-08-11 08:00:00
ent_440,payment,pay_440,order_440,setl_440,UTR440,34993000,699860,125974,0,0,2026-08-15 07:00:00
ent_441,payment,pay_441,order_441,setl_441,UTR441,9417000,188340,33901,0,0,2026-08-17 07:00:00
ent_442,payment,pay_442,order_442,setl_442,UTR442,11681200,233624,42052,0,0,2026-08-16 08:00:00
ent_443,payment,pay_443,order_443,setl_443,UTR443,18282800,365656,65818,0,0,2026-08-19 03:00:00
ent_444,payment,pay_444,order_444,setl_444,UTR444,697400,13948,2510,0,0,2026-08-13 04:00:00
ent_446,payment,pay_446,order_446,setl_446,UTR446,8820900,176418,31755,0,0,2026-08-11 08:00:00
ent_447,payment,pay_447,order_447,setl_447,UTR447,43553300,871066,156791,0,0,2026-08-10 04:00:00
ent_448,payment,pay_448,order_448,setl_448,UTR448,15561700,311234,56022,0,0,2026-08-17 06:00:00
ent_449,payment,pay_449,order_449,setl_449,UTR449,9018400,180368,32466,0,0,2026-08-11 03:00:00
ent_449_r,refund,pay_449,order_449,setl_449,,0,0,0,2254600,0,2026-08-11 03:00:00
ent_450,payment,pay_450,order_450,setl_450,UTR450,37036300,740726,133330,0,0,2026-08-17 07:00:00
ent_450_a,adjustment,pay_450,order_450,setl_450,,0,0,0,0,400,2026-08-17 07:00:00
ent_451,payment,pay_451,order_451,setl_451,UTR451,2907800,58156,10468,0,0,2026-08-16 06:00:00
ent_452,payment,pay_452,order_452,setl_452,UTR452,37955500,759110,136639,0,0,2026-08-09 05:00:00
ent_453,payment,pay_453,order_453,setl_453,UTR453,2702300,54046,9728,0,0,2026-08-11 08:00:00
ent_454,payment,pay_454,order_454,setl_454,UTR454,22518800,450376,81067,0,0,2026-08-16 05:00:00
ent_455,payment,pay_455,order_455,setl_455,UTR455,10950200,219004,39420,0,0,2026-08-16 05:00:00
ent_456,payment,pay_456,order_456,setl_456,UTR456,41250100,825002,148500,0,0,2026-08-11 08:00:00
ent_457,payment,pay_457,order_457,setl_457,UTR457,33752200,675044,121507,0,0,2026-08-09 07:00:00
ent_457_r,refund,pay_457,order_457,setl_457,,0,0,0,8438050,0,2026-08-09 07:00:00
ent_458,payment,pay_458,order_458,setl_458,,9882300,197646,35576,0,0,2026-08-10 01:00:00
ent_459,payment,pay_459,order_459,setl_459,UTR459,11961600,239232,43061,0,0,2026-08-13 01:00:00
ent_460,payment,pay_460,order_460,setl_460,UTR460,35129800,702596,126467,0,0,2026-08-12 07:00:00
ent_461,payment,pay_461,order_461,setl_461,,43008000,860160,154828,0,0,2026-08-09 07:00:00
ent_462,payment,pay_462,order_462,setl_462,UTR462,15768400,315368,56766,0,0,2026-08-16 07:00:00
ent_463,payment,pay_463,order_463,setl_463,UTR463,49868200,997364,179525,0,0,2026-08-15 03:00:00
ent_464,payment,pay_464,order_464,setl_464,UTR464,2337400,46748,8414,0,0,2026-08-11 02:00:00
ent_465,payment,pay_465,order_465,setl_465,UTR465,13620600,272412,49034,0,0,2026-08-12 02:00:00
ent_466,payment,pay_466,order_466,setl_466,UTR466,17198400,343968,61914,0,0,2026-08-19 08:00:00
ent_467,payment,pay_467,order_467,setl_467,UTR467,21828700,436574,78583,0,0,2026-08-15 03:00:00
ent_468,payment,pay_468,order_468,setl_468,UTR468,45580600,911612,164090,0,0,2026-08-09 06:00:00
ent_469,payment,pay_469,order_469,setl_469,UTR469,30090400,601808,108325,0,0,2026-08-10 01:00:00
ent_470,payment,pay_470,order_470,setl_470,UTR470,32513800,650276,117049,0,0,2026-08-11 01:00:00
ent_470_r,refund,pay_470,order_470,setl_470,,0,0,0,8128450,0,2026-08-11 01:00:00
ent_471,payment,pay_471,order_471,setl_471,,39198700,783974,141115,0,0,2026-08-10 05:00:00
ent_472,payment,pay_472,order_472,setl_472,UTR472,16402600,328052,59049,0,0,2026-08-19 08:00:00
ent_473,payment,pay_473,order_473,setl_473,,39092500,781850,140733,0,0,2026-08-10 06:00:00
ent_474,payment,pay_474,order_474,setl_474,UTR474,33945600,678912,122204,0,0,2026-08-16 04:00:00
ent_475,payment,pay_475,order_475,setl_475,UTR475,2205700,44114,7940,0,0,2026-08-09 06:00:00
ent_476,payment,pay_476,order_476,setl_476,UTR476,16411800,328236,59082,0,0,2026-08-09 07:00:00
ent_477,payment,pay_477,order_477,setl_477,UTR477,10206300,204126,36742,0,0,2026-08-20 01:00:00
ent_478,payment,pay_478,order_478,setl_478,UTR478,48231200,964624,173632,0,0,2026-08-12 04:00:00
ent_479,payment,pay_479,order_479,setl_479,UTR479,20911200,418224,75280,0,0,2026-08-16 01:00:00
ent_480,payment,pay_480,order_480,setl_480,UTR480,23488600,469772,84558,0,0,2026-08-15 08:00:00
ent_481,payment,pay_481,order_481,setl_481,UTR481,39367100,787342,141721,0,0,2026-08-16 05:00:00
ent_482,payment,pay_482,order_482,setl_482,UTR482,44864800,897296,161513,0,0,2026-08-14 04:00:00
ent_483,payment,pay_483,order_483,setl_483,UTR483,34261900,685238,123342,0,0,2026-08-11 01:00:00
ent_484,payment,pay_484,order_484,setl_484,UTR484,31617100,632342,113821,0,0,2026-08-17 04:00:00
ent_485,payment,pay_485,order_485,setl_485,UTR485,22319600,446392,80350,0,0,2026-08-19 06:00:00
ent_486,payment,pay_486,order_486,setl_486,UTR486,15941100,318822,57387,0,0,2026-08-09 07:00:00
ent_487,payment,pay_487,order_487,setl_487,UTR487,34039300,680786,122541,0,0,2026-08-13 05:00:00
ent_488,payment,pay_488,order_488,setl_488,UTR488,14595600,291912,52544,0,0,2026-08-14 06:00:00
ent_489,payment,pay_489,order_489,setl_489,,7960600,159212,28658,0,0,2026-08-09 04:00:00
ent_490,payment,pay_490,order_490,setl_490,UTR490,35791200,715824,128848,0,0,2026-08-20 01:00:00
ent_491,payment,pay_491,order_491,setl_491,UTR491,21312600,426252,76725,0,0,2026-08-11 01:00:00
ent_492,payment,pay_492,order_492,setl_492,,33566000,671320,120837,0,0,2026-08-10 06:00:00
ent_493,payment,pay_493,order_493,setl_493,UTR493,5217200,104344,18781,0,0,2026-08-10 03:00:00
ent_494,payment,pay_494,order_494,setl_494,UTR494,34411200,688224,123880,0,0,2026-08-16 04:00:00
ent_495,payment,pay_495,order_495,setl_495,UTR495,41418600,828372,149106,0,0,2026-08-12 06:00:00
ent_496,payment,pay_496,order_496,setl_496,UTR496,44728100,894562,161021,0,0,2026-08-16 08:00:00
ent_497,payment,pay_497,order_497,setl_497,,46731500,934630,168233,0,0,2026-08-14 02:00:00
ent_498,payment,pay_498,order_498,setl_498,UTR498,2934400,58688,10563,0,0,2026-08-15 03:00:00
ent_499,payment,pay_499,order_499,setl_499,UTR499,46910700,938214,168878,0,0,2026-08-10 03:00:00
ent_500,payment,pay_500,order_500,setl_500,UTR500,25663200,513264,92387,0,0,2026-08-19 03:00:00
